source,target,amount,timestamp
652,1024,1034.0,2025-12-29T11:05:15.592531
652,1071,3421.0,2025-12-29T11:05:15.592531
657,4,4841.0,2025-12-29T11:05:15.592531
657,35,3263.0,2025-12-29T11:05:15.592531
657,1391,4569.0,2025-12-29T11:05:15.592531
676,4,2254.0,2025-12-29T11:05:15.592531
676,510,4307.0,2025-12-29T11:05:15.592531
678,25,4459.0,2025-12-29T11:05:15.592531
685,273,277.0,2025-12-29T11:05:15.592531
697,739,858.0,2025-12-29T11:05:15.592531
718,427,4463.0,2025-12-29T11:05:15.592531
718,860,678.0,2025-12-29T11:05:15.592531
729,4,4122.0,2025-12-29T11:05:15.592531
729,85,833.0,2025-12-29T11:05:15.592531
804,416,3501.0,2025-12-29T11:05:15.592531
804,928,1042.0,2025-12-29T11:05:15.592531
804,1919,3075.0,2025-12-29T11:05:15.592531
808,4,4914.0,2025-12-29T11:05:15.592531
808,27,697.0,2025-12-29T11:05:15.592531
816,43,705.0,2025-12-29T11:05:15.592531
816,1743,1355.0,2025-12-29T11:05:15.592531
816,1379,4685.0,2025-12-29T11:05:15.592531
985,4,3793.0,2025-12-29T11:05:15.592531
985,29,959.0,2025-12-29T11:05:15.592531
985,1914,1521.0,2025-12-29T11:05:15.592531
1134,4,3210.0,2025-12-29T11:05:15.592531
1134,1933,4627.0,2025-12-29T11:05:15.592531
1134,1901,2562.0,2025-12-29T11:05:15.592531
1172,4,2406.0,2025-12-29T11:05:15.592531
1172,1057,1656.0,2025-12-29T11:05:15.592531
1172,1921,1984.0,2025-12-29T11:05:15.592531
1219,4,2471.0,2025-12-29T11:05:15.592531
1219,140,2487.0,2025-12-29T11:05:15.592531
1219,878,4803.0,2025-12-29T11:05:15.592531
1227,109,3211.0,2025-12-29T11:05:15.592531
1228,4,528.0,2025-12-29T11:05:15.592531
1228,1847,872.0,2025-12-29T11:05:15.592531
1367,1422,423.0,2025-12-29T11:05:15.592531
1413,4,4288.0,2025-12-29T11:05:15.592531
1413,1473,242.0,2025-12-29T11:05:15.592531
1428,4,2934.0,2025-12-29T11:05:15.592531
1535,4,742.0,2025-12-29T11:05:15.592531
1535,280,1270.0,2025-12-29T11:05:15.592531
1535,1888,3683.0,2025-12-29T11:05:15.592531
1684,1551,3887.0,2025-12-29T11:05:15.592531
1684,1006,2031.0,2025-12-29T11:05:15.592531
1698,1721,1925.0,2025-12-29T11:05:15.592531
1797,4,4334.0,2025-12-29T11:05:15.592531
1797,747,4043.0,2025-12-29T11:05:15.592531
1812,210,752.0,2025-12-29T11:05:15.592531
1812,746,1113.0,2025-12-29T11:05:15.592531
1825,587,940.0,2025-12-29T11:05:15.592531
1825,790,3773.0,2025-12-29T11:05:15.592531
1888,4,2182.0,2025-12-29T11:05:15.592531
1888,1963,1641.0,2025-12-29T11:05:15.592531
1888,1767,1837.0,2025-12-29T11:05:15.592531
1900,1585,120.0,2025-12-29T11:05:15.592531
1913,4,309.0,2025-12-29T11:05:15.592531
1934,1964,1347.0,2025-12-29T11:05:15.592531
1953,4,1199.0,2025-12-29T11:05:15.592531
1991,4,2273.0,2025-12-29T11:05:15.592531
24,27,3488.0,2025-12-29T11:05:15.592531
24,72,632.0,2025-12-29T11:05:15.592531
24,134,933.0,2025-12-29T11:05:15.592531
24,889,2966.0,2025-12-29T11:05:15.592531
24,1181,1285.0,2025-12-29T11:05:15.592531
33,5,4823.0,2025-12-29T11:05:15.592531
33,16,2299.0,2025-12-29T11:05:15.592531
33,59,4910.0,2025-12-29T11:05:15.592531
33,97,998.0,2025-12-29T11:05:15.592531
33,313,4875.0,2025-12-29T11:05:15.592531
33,541,4761.0,2025-12-29T11:05:15.592531
33,697,550.0,2025-12-29T11:05:15.592531
33,725,689.0,2025-12-29T11:05:15.592531
33,730,1063.0,2025-12-29T11:05:15.592531
33,1295,2500.0,2025-12-29T11:05:15.592531
33,1552,3779.0,2025-12-29T11:05:15.592531
33,1200,4992.0,2025-12-29T11:05:15.592531
34,5,4515.0,2025-12-29T11:05:15.592531
34,58,3159.0,2025-12-29T11:05:15.592531
39,5,3062.0,2025-12-29T11:05:15.592531
39,31,3133.0,2025-12-29T11:05:15.592531
39,70,2615.0,2025-12-29T11:05:15.592531
39,203,913.0,2025-12-29T11:05:15.592531
39,222,3391.0,2025-12-29T11:05:15.592531
39,450,2873.0,2025-12-29T11:05:15.592531
39,525,539.0,2025-12-29T11:05:15.592531
39,759,2227.0,2025-12-29T11:05:15.592531
39,867,3559.0,2025-12-29T11:05:15.592531
39,1000,2344.0,2025-12-29T11:05:15.592531
42,5,741.0,2025-12-29T11:05:15.592531
42,22,2889.0,2025-12-29T11:05:15.592531
42,508,1989.0,2025-12-29T11:05:15.592531
42,674,1269.0,2025-12-29T11:05:15.592531
42,882,711.0,2025-12-29T11:05:15.592531
42,732,2319.0,2025-12-29T11:05:15.592531
42,85,3829.0,2025-12-29T11:05:15.592531
135,25,4754.0,2025-12-29T11:05:15.592531
135,159,3879.0,2025-12-29T11:05:15.592531
135,1066,3260.0,2025-12-29T11:05:15.592531
327,5,3182.0,2025-12-29T11:05:15.592531
327,563,1273.0,2025-12-29T11:05:15.592531
347,5,1229.0,2025-12-29T11:05:15.592531
347,9,2935.0,2025-12-29T11:05:15.592531
347,1919,3074.0,2025-12-29T11:05:15.592531
507,5,4985.0,2025-12-29T11:05:15.592531
507,830,309.0,2025-12-29T11:05:15.592531
507,1942,165.0,2025-12-29T11:05:15.592531
507,739,2656.0,2025-12-29T11:05:15.592531
757,5,2359.0,2025-12-29T11:05:15.592531
757,140,4660.0,2025-12-29T11:05:15.592531
757,1088,2187.0,2025-12-29T11:05:15.592531
757,1796,1272.0,2025-12-29T11:05:15.592531
757,1934,2475.0,2025-12-29T11:05:15.592531
757,1984,1713.0,2025-12-29T11:05:15.592531
778,241,4502.0,2025-12-29T11:05:15.592531
778,1324,2403.0,2025-12-29T11:05:15.592531
778,1447,1984.0,2025-12-29T11:05:15.592531
865,178,1132.0,2025-12-29T11:05:15.592531
1111,5,2982.0,2025-12-29T11:05:15.592531
1111,478,1947.0,2025-12-29T11:05:15.592531
1330,5,4422.0,2025-12-29T11:05:15.592531
1330,196,2141.0,2025-12-29T11:05:15.592531
1330,1767,256.0,2025-12-29T11:05:15.592531
1425,15,3325.0,2025-12-29T11:05:15.592531
1464,5,168.0,2025-12-29T11:05:15.592531
1464,143,3364.0,2025-12-29T11:05:15.592531
1524,5,4375.0,2025-12-29T11:05:15.592531
29,6,934.0,2025-12-29T11:05:15.592531
29,224,1996.0,2025-12-29T11:05:15.592531
29,245,3541.0,2025-12-29T11:05:15.592531
29,281,3719.0,2025-12-29T11:05:15.592531
29,626,2039.0,2025-12-29T11:05:15.592531
29,869,4933.0,2025-12-29T11:05:15.592531
29,1750,1273.0,2025-12-29T11:05:15.592531
29,85,402.0,2025-12-29T11:05:15.592531
31,6,1767.0,2025-12-29T11:05:15.592531
31,29,4972.0,2025-12-29T11:05:15.592531
31,55,399.0,2025-12-29T11:05:15.592531
31,56,4945.0,2025-12-29T11:05:15.592531
31,181,1087.0,2025-12-29T11:05:15.592531
31,242,1616.0,2025-12-29T11:05:15.592531
31,250,884.0,2025-12-29T11:05:15.592531
31,592,2446.0,2025-12-29T11:05:15.592531
31,649,3465.0,2025-12-29T11:05:15.592531
31,749,204.0,2025-12-29T11:05:15.592531
31,832,531.0,2025-12-29T11:05:15.592531
31,861,4676.0,2025-12-29T11:05:15.592531
31,944,4359.0,2025-12-29T11:05:15.592531
31,967,707.0,2025-12-29T11:05:15.592531
31,1380,1866.0,2025-12-29T11:05:15.592531
31,1556,1154.0,2025-12-29T11:05:15.592531
31,1953,4747.0,2025-12-29T11:05:15.592531
37,6,1241.0,2025-12-29T11:05:15.592531
37,41,2015.0,2025-12-29T11:05:15.592531
37,130,4360.0,2025-12-29T11:05:15.592531
37,430,4455.0,2025-12-29T11:05:15.592531
37,469,2433.0,2025-12-29T11:05:15.592531
55,208,1031.0,2025-12-29T11:05:15.592531
55,686,2617.0,2025-12-29T11:05:15.592531
55,765,2226.0,2025-12-29T11:05:15.592531
82,32,3628.0,2025-12-29T11:05:15.592531
82,165,549.0,2025-12-29T11:05:15.592531
82,360,3593.0,2025-12-29T11:05:15.592531
82,502,2331.0,2025-12-29T11:05:15.592531
82,532,3203.0,2025-12-29T11:05:15.592531
82,812,861.0,2025-12-29T11:05:15.592531
82,969,3872.0,2025-12-29T11:05:15.592531
82,1056,913.0,2025-12-29T11:05:15.592531
82,864,3915.0,2025-12-29T11:05:15.592531
101,69,2372.0,2025-12-29T11:05:15.592531
101,141,4742.0,2025-12-29T11:05:15.592531
101,283,1289.0,2025-12-29T11:05:15.592531
101,649,4655.0,2025-12-29T11:05:15.592531
101,994,4368.0,2025-12-29T11:05:15.592531
101,1146,3276.0,2025-12-29T11:05:15.592531
101,1534,196.0,2025-12-29T11:05:15.592531
101,1661,3655.0,2025-12-29T11:05:15.592531
105,6,2179.0,2025-12-29T11:05:15.592531
105,909,3994.0,2025-12-29T11:05:15.592531
105,1134,4748.0,2025-12-29T11:05:15.592531
105,1225,1229.0,2025-12-29T11:05:15.592531
115,6,969.0,2025-12-29T11:05:15.592531
115,49,2463.0,2025-12-29T11:05:15.592531
115,776,1253.0,2025-12-29T11:05:15.592531
115,984,1373.0,2025-12-29T11:05:15.592531
115,1297,814.0,2025-12-29T11:05:15.592531
115,1896,2970.0,2025-12-29T11:05:15.592531
148,6,3738.0,2025-12-29T11:05:15.592531
148,379,1534.0,2025-12-29T11:05:15.592531
148,641,2892.0,2025-12-29T11:05:15.592531
148,754,3297.0,2025-12-29T11:05:15.592531
161,6,3215.0,2025-12-29T11:05:15.592531
161,18,394.0,2025-12-29T11:05:15.592531
161,358,4685.0,2025-12-29T11:05:15.592531
161,1286,2765.0,2025-12-29T11:05:15.592531
161,1921,4751.0,2025-12-29T11:05:15.592531
182,6,4240.0,2025-12-29T11:05:15.592531
182,143,1323.0,2025-12-29T11:05:15.592531
182,1260,3756.0,2025-12-29T11:05:15.592531
182,1454,2620.0,2025-12-29T11:05:15.592531
191,6,2634.0,2025-12-29T11:05:15.592531
191,195,3897.0,2025-12-29T11:05:15.592531
191,370,1525.0,2025-12-29T11:05:15.592531
191,1549,3287.0,2025-12-29T11:05:15.592531
191,1919,2849.0,2025-12-29T11:05:15.592531
203,6,3969.0,2025-12-29T11:05:15.592531
203,223,4949.0,2025-12-29T11:05:15.592531
203,235,3330.0,2025-12-29T11:05:15.592531
203,329,2758.0,2025-12-29T11:05:15.592531
203,1137,774.0,2025-12-29T11:05:15.592531
203,1390,2098.0,2025-12-29T11:05:15.592531
203,1547,3396.0,2025-12-29T11:05:15.592531
203,1580,376.0,2025-12-29T11:05:15.592531
231,6,1524.0,2025-12-29T11:05:15.592531
231,11,3663.0,2025-12-29T11:05:15.592531
248,39,1710.0,2025-12-29T11:05:15.592531
248,593,1620.0,2025-12-29T11:05:15.592531
248,1017,1935.0,2025-12-29T11:05:15.592531
248,1157,2554.0,2025-12-29T11:05:15.592531
303,6,3878.0,2025-12-29T11:05:15.592531
303,427,1120.0,2025-12-29T11:05:15.592531
303,563,3087.0,2025-12-29T11:05:15.592531
303,622,382.0,2025-12-29T11:05:15.592531
303,708,3651.0,2025-12-29T11:05:15.592531
303,709,3703.0,2025-12-29T11:05:15.592531
303,1591,2202.0,2025-12-29T11:05:15.592531
303,1763,1520.0,2025-12-29T11:05:15.592531
303,1805,2612.0,2025-12-29T11:05:15.592531
336,6,1887.0,2025-12-29T11:05:15.592531
336,621,665.0,2025-12-29T11:05:15.592531
336,1358,2386.0,2025-12-29T11:05:15.592531
356,85,4997.0,2025-12-29T11:05:15.592531
356,1200,1542.0,2025-12-29T11:05:15.592531
356,82,4157.0,2025-12-29T11:05:15.592531
370,1972,4760.0,2025-12-29T11:05:15.592531
397,879,4299.0,2025-12-29T11:05:15.592531
406,1351,3401.0,2025-12-29T11:05:15.592531
408,65,2616.0,2025-12-29T11:05:15.592531
408,795,1074.0,2025-12-29T11:05:15.592531
408,872,1878.0,2025-12-29T11:05:15.592531
408,1518,3772.0,2025-12-29T11:05:15.592531
416,361,2112.0,2025-12-29T11:05:15.592531
431,6,4465.0,2025-12-29T11:05:15.592531
431,153,3039.0,2025-12-29T11:05:15.592531
431,760,4790.0,2025-12-29T11:05:15.592531
431,988,1883.0,2025-12-29T11:05:15.592531
431,1696,1315.0,2025-12-29T11:05:15.592531
431,732,1545.0,2025-12-29T11:05:15.592531
431,17,3350.0,2025-12-29T11:05:15.592531
431,1484,2923.0,2025-12-29T11:05:15.592531
447,6,942.0,2025-12-29T11:05:15.592531
452,79,255.0,2025-12-29T11:05:15.592531
452,568,4602.0,2025-12-29T11:05:15.592531
464,6,3208.0,2025-12-29T11:05:15.592531
464,221,4799.0,2025-12-29T11:05:15.592531
464,768,2561.0,2025-12-29T11:05:15.592531
464,846,3576.0,2025-12-29T11:05:15.592531
464,1586,3090.0,2025-12-29T11:05:15.592531
464,1792,3312.0,2025-12-29T11:05:15.592531
464,1930,4417.0,2025-12-29T11:05:15.592531
472,6,3356.0,2025-12-29T11:05:15.592531
472,124,1959.0,2025-12-29T11:05:15.592531
472,596,4244.0,2025-12-29T11:05:15.592531
472,798,3647.0,2025-12-29T11:05:15.592531
616,6,3888.0,2025-12-29T11:05:15.592531
616,69,2330.0,2025-12-29T11:05:15.592531
616,1604,1438.0,2025-12-29T11:05:15.592531
617,6,4546.0,2025-12-29T11:05:15.592531
617,22,3515.0,2025-12-29T11:05:15.592531
617,1360,2225.0,2025-12-29T11:05:15.592531
715,6,2390.0,2025-12-29T11:05:15.592531
751,721,4873.0,2025-12-29T11:05:15.592531
751,1888,4420.0,2025-12-29T11:05:15.592531
766,789,3101.0,2025-12-29T11:05:15.592531
847,379,4667.0,2025-12-29T11:05:15.592531
847,1192,4929.0,2025-12-29T11:05:15.592531
902,6,4147.0,2025-12-29T11:05:15.592531
902,1040,203.0,2025-12-29T11:05:15.592531
959,6,2696.0,2025-12-29T11:05:15.592531
1015,6,450.0,2025-12-29T11:05:15.592531
1015,367,3312.0,2025-12-29T11:05:15.592531
1015,1148,3491.0,2025-12-29T11:05:15.592531
1015,1664,3672.0,2025-12-29T11:05:15.592531
1015,1828,3564.0,2025-12-29T11:05:15.592531
1070,165,492.0,2025-12-29T11:05:15.592531
1082,6,2825.0,2025-12-29T11:05:15.592531
1082,324,1571.0,2025-12-29T11:05:15.592531
1082,1944,2961.0,2025-12-29T11:05:15.592531
1122,6,3775.0,2025-12-29T11:05:15.592531
1122,1748,2014.0,2025-12-29T11:05:15.592531
1153,827,4928.0,2025-12-29T11:05:15.592531
1153,732,932.0,2025-12-29T11:05:15.592531
1163,6,4035.0,2025-12-29T11:05:15.592531
1163,660,1416.0,2025-12-29T11:05:15.592531
1309,6,4082.0,2025-12-29T11:05:15.592531
1347,6,4273.0,2025-12-29T11:05:15.592531
1414,6,428.0,2025-12-29T11:05:15.592531
1420,6,4333.0,2025-12-29T11:05:15.592531
1443,1710,443.0,2025-12-29T11:05:15.592531
1459,33,4161.0,2025-12-29T11:05:15.592531
1459,1493,1390.0,2025-12-29T11:05:15.592531
1459,1358,1151.0,2025-12-29T11:05:15.592531
1536,6,1830.0,2025-12-29T11:05:15.592531
1536,658,3433.0,2025-12-29T11:05:15.592531
1625,1542,1887.0,2025-12-29T11:05:15.592531
1625,1358,2219.0,2025-12-29T11:05:15.592531
1745,435,1930.0,2025-12-29T11:05:15.592531
1760,98,224.0,2025-12-29T11:05:15.592531
1760,1906,2831.0,2025-12-29T11:05:15.592531
1826,6,889.0,2025-12-29T11:05:15.592531
1826,113,1507.0,2025-12-29T11:05:15.592531
1961,6,3566.0,2025-12-29T11:05:15.592531
1986,883,3047.0,2025-12-29T11:05:15.592531
59,96,409.0,2025-12-29T11:05:15.592531
59,843,165.0,2025-12-29T11:05:15.592531
129,291,4012.0,2025-12-29T11:05:15.592531
129,1974,4236.0,2025-12-29T11:05:15.592531
586,142,803.0,2025-12-29T11:05:15.592531
586,1075,2998.0,2025-12-29T11:05:15.592531
586,1412,2733.0,2025-12-29T11:05:15.592531
1000,7,4498.0,2025-12-29T11:05:15.592531
1004,7,3526.0,2025-12-29T11:05:15.592531
1004,333,2996.0,2025-12-29T11:05:15.592531
1724,7,198.0,2025-12-29T11:05:15.592531
26,8,2593.0,2025-12-29T11:05:15.592531
26,29,1006.0,2025-12-29T11:05:15.592531
26,84,2717.0,2025-12-29T11:05:15.592531
26,291,2515.0,2025-12-29T11:05:15.592531
26,295,3121.0,2025-12-29T11:05:15.592531
26,522,4741.0,2025-12-29T11:05:15.592531
26,993,114.0,2025-12-29T11:05:15.592531
26,1116,3315.0,2025-12-29T11:05:15.592531
26,1243,437.0,2025-12-29T11:05:15.592531
26,1833,470.0,2025-12-29T11:05:15.592531
26,1961,317.0,2025-12-29T11:05:15.592531
26,1039,2230.0,2025-12-29T11:05:15.592531
121,8,1277.0,2025-12-29T11:05:15.592531
121,483,2890.0,2025-12-29T11:05:15.592531
121,519,3591.0,2025-12-29T11:05:15.592531
121,1010,2529.0,2025-12-29T11:05:15.592531
278,8,2021.0,2025-12-29T11:05:15.592531
278,790,1191.0,2025-12-29T11:05:15.592531
490,8,1120.0,2025-12-29T11:05:15.592531
490,280,653.0,2025-12-29T11:05:15.592531
504,8,1683.0,2025-12-29T11:05:15.592531
504,102,4551.0,2025-12-29T11:05:15.592531
504,17,4926.0,2025-12-29T11:05:15.592531
504,1200,1623.0,2025-12-29T11:05:15.592531
611,8,1668.0,2025-12-29T11:05:15.592531
611,1589,925.0,2025-12-29T11:05:15.592531
611,1682,3265.0,2025-12-29T11:05:15.592531
611,1690,258.0,2025-12-29T11:05:15.592531
700,62,1715.0,2025-12-29T11:05:15.592531
1120,8,132.0,2025-12-29T11:05:15.592531
1120,1838,1604.0,2025-12-29T11:05:15.592531
1640,822,3078.0,2025-12-29T11:05:15.592531
104,82,4524.0,2025-12-29T11:05:15.592531
104,568,4134.0,2025-12-29T11:05:15.592531
104,582,1638.0,2025-12-29T11:05:15.592531
124,9,3235.0,2025-12-29T11:05:15.592531
124,1121,1239.0,2025-12-29T11:05:15.592531
124,1960,3548.0,2025-12-29T11:05:15.593939
149,14,704.0,2025-12-29T11:05:15.593939
149,252,2955.0,2025-12-29T11:05:15.593939
149,479,1822.0,2025-12-29T11:05:15.593939
149,499,4683.0,2025-12-29T11:05:15.593939
149,1502,3313.0,2025-12-29T11:05:15.593939
149,1200,4434.0,2025-12-29T11:05:15.593939
349,66,4920.0,2025-12-29T11:05:15.593939
349,814,3776.0,2025-12-29T11:05:15.593939
349,1382,554.0,2025-12-29T11:05:15.593939
349,1431,4091.0,2025-12-29T11:05:15.593939
349,1479,4367.0,2025-12-29T11:05:15.593939
349,1351,1179.0,2025-12-29T11:05:15.593939
417,9,2991.0,2025-12-29T11:05:15.593939
482,17,2266.0,2025-12-29T11:05:15.593939
512,38,1156.0,2025-12-29T11:05:15.593939
512,860,1991.0,2025-12-29T11:05:15.593939
569,9,4354.0,2025-12-29T11:05:15.593939
569,853,4260.0,2025-12-29T11:05:15.593939
569,946,2736.0,2025-12-29T11:05:15.593939
569,973,1024.0,2025-12-29T11:05:15.593939
569,1666,2813.0,2025-12-29T11:05:15.593939
569,1972,2662.0,2025-12-29T11:05:15.593939
716,9,338.0,2025-12-29T11:05:15.593939
716,1200,176.0,2025-12-29T11:05:15.593939
783,77,1656.0,2025-12-29T11:05:15.593939
788,9,843.0,2025-12-29T11:05:15.593939
788,27,4320.0,2025-12-29T11:05:15.593939
788,1135,712.0,2025-12-29T11:05:15.593939
839,9,3198.0,2025-12-29T11:05:15.593939
997,9,2556.0,2025-12-29T11:05:15.593939
997,1259,347.0,2025-12-29T11:05:15.593939
1069,1345,4201.0,2025-12-29T11:05:15.593939
1210,9,3937.0,2025-12-29T11:05:15.593939
1210,1641,3184.0,2025-12-29T11:05:15.593939
1210,1358,3667.0,2025-12-29T11:05:15.593939
1210,209,3064.0,2025-12-29T11:05:15.593939
1514,155,4211.0,2025-12-29T11:05:15.593939
1516,1937,3823.0,2025-12-29T11:05:15.593939
1516,942,3427.0,2025-12-29T11:05:15.593939
1598,425,2595.0,2025-12-29T11:05:15.593939
1813,9,1250.0,2025-12-29T11:05:15.593939
1813,26,3630.0,2025-12-29T11:05:15.593939
1985,9,3340.0,2025-12-29T11:05:15.593939
1985,280,1679.0,2025-12-29T11:05:15.593939
58,227,4324.0,2025-12-29T11:05:15.593939
58,302,1903.0,2025-12-29T11:05:15.593939
58,1259,4717.0,2025-12-29T11:05:15.593939
85,57,4287.0,2025-12-29T11:05:15.593939
85,226,3085.0,2025-12-29T11:05:15.593939
85,505,4158.0,2025-12-29T11:05:15.593939
85,574,1738.0,2025-12-29T11:05:15.593939
85,963,924.0,2025-12-29T11:05:15.593939
85,983,1975.0,2025-12-29T11:05:15.593939
85,1412,3367.0,2025-12-29T11:05:15.593939
85,1563,1390.0,2025-12-29T11:05:15.593939
85,470,4252.0,2025-12-29T11:05:15.593939
95,666,2000.0,2025-12-29T11:05:15.593939
95,955,4599.0,2025-12-29T11:05:15.593939
95,1394,3146.0,2025-12-29T11:05:15.593939
108,10,1686.0,2025-12-29T11:05:15.593939
108,37,4778.0,2025-12-29T11:05:15.593939
206,10,2756.0,2025-12-29T11:05:15.593939
206,285,1713.0,2025-12-29T11:05:15.593939
206,811,2220.0,2025-12-29T11:05:15.593939
206,878,1874.0,2025-12-29T11:05:15.593939
233,10,3774.0,2025-12-29T11:05:15.593939
233,170,2807.0,2025-12-29T11:05:15.593939
233,743,252.0,2025-12-29T11:05:15.593939
233,881,3841.0,2025-12-29T11:05:15.593939
519,10,4888.0,2025-12-29T11:05:15.593939
519,710,4040.0,2025-12-29T11:05:15.593939
519,1544,660.0,2025-12-29T11:05:15.593939
633,10,3434.0,2025-12-29T11:05:15.593939
633,1387,4429.0,2025-12-29T11:05:15.593939
645,100,2972.0,2025-12-29T11:05:15.593939
645,1068,1844.0,2025-12-29T11:05:15.593939
724,69,4802.0,2025-12-29T11:05:15.593939
724,1146,1311.0,2025-12-29T11:05:15.593939
724,860,1351.0,2025-12-29T11:05:15.593939
782,615,647.0,2025-12-29T11:05:15.593939
830,10,2182.0,2025-12-29T11:05:15.593939
884,10,3118.0,2025-12-29T11:05:15.593939
884,85,863.0,2025-12-29T11:05:15.593939
931,318,3886.0,2025-12-29T11:05:15.593939
1019,10,4447.0,2025-12-29T11:05:15.593939
1019,722,3505.0,2025-12-29T11:05:15.593939
1053,88,4024.0,2025-12-29T11:05:15.593939
1302,46,3272.0,2025-12-29T11:05:15.593939
1302,17,2784.0,2025-12-29T11:05:15.593939
1559,10,651.0,2025-12-29T11:05:15.593939
1559,1350,175.0,2025-12-29T11:05:15.593939
1620,10,3428.0,2025-12-29T11:05:15.593939
1620,922,3476.0,2025-12-29T11:05:15.593939
1620,1972,2485.0,2025-12-29T11:05:15.593939
1739,10,4346.0,2025-12-29T11:05:15.593939
1739,940,4047.0,2025-12-29T11:05:15.593939
1739,989,3267.0,2025-12-29T11:05:15.593939
1739,1200,1492.0,2025-12-29T11:05:15.593939
1768,10,1714.0,2025-12-29T11:05:15.593939
1768,340,2316.0,2025-12-29T11:05:15.593939
1768,1972,4296.0,2025-12-29T11:05:15.593939
1990,10,4364.0,2025-12-29T11:05:15.593939
1990,91,2798.0,2025-12-29T11:05:15.593939
1990,905,1383.0,2025-12-29T11:05:15.593939
225,11,4104.0,2025-12-29T11:05:15.593939
225,99,3995.0,2025-12-29T11:05:15.593939
225,1223,4357.0,2025-12-29T11:05:15.593939
225,1607,2287.0,2025-12-29T11:05:15.593939
225,1827,180.0,2025-12-29T11:05:15.593939
245,683,3636.0,2025-12-29T11:05:15.593939
324,11,1196.0,2025-12-29T11:05:15.593939
324,1998,3856.0,2025-12-29T11:05:15.593939
341,11,588.0,2025-12-29T11:05:15.593939
341,410,4510.0,2025-12-29T11:05:15.593939
341,1521,1598.0,2025-12-29T11:05:15.593939
341,1701,1536.0,2025-12-29T11:05:15.593939
422,11,548.0,2025-12-29T11:05:15.593939
422,518,4127.0,2025-12-29T11:05:15.593939
422,923,1951.0,2025-12-29T11:05:15.593939
422,1294,3507.0,2025-12-29T11:05:15.593939
422,1744,2582.0,2025-12-29T11:05:15.593939
422,1833,4301.0,2025-12-29T11:05:15.593939
422,1949,2267.0,2025-12-29T11:05:15.593939
451,190,579.0,2025-12-29T11:05:15.593939
451,867,3553.0,2025-12-29T11:05:15.593939
597,1020,474.0,2025-12-29T11:05:15.593939
597,1576,4973.0,2025-12-29T11:05:15.593939
638,1156,2712.0,2025-12-29T11:05:15.593939
638,1274,2897.0,2025-12-29T11:05:15.593939
786,11,1331.0,2025-12-29T11:05:15.593939
786,263,1255.0,2025-12-29T11:05:15.593939
786,904,205.0,2025-12-29T11:05:15.593939
786,915,2118.0,2025-12-29T11:05:15.594634
786,1786,4444.0,2025-12-29T11:05:15.594634
925,738,1894.0,2025-12-29T11:05:15.594634
1062,11,2036.0,2025-12-29T11:05:15.594634
1062,743,654.0,2025-12-29T11:05:15.594634
1485,11,3496.0,2025-12-29T11:05:15.594634
1587,11,3493.0,2025-12-29T11:05:15.594634
1587,87,1151.0,2025-12-29T11:05:15.594634
1651,11,3338.0,2025-12-29T11:05:15.594634
1651,239,780.0,2025-12-29T11:05:15.594634
1931,1537,4042.0,2025-12-29T11:05:15.594634
1957,11,2609.0,2025-12-29T11:05:15.594634
1957,214,2673.0,2025-12-29T11:05:15.594634
1957,732,1738.0,2025-12-29T11:05:15.594634
1987,11,3743.0,2025-12-29T11:05:15.594634
84,12,1047.0,2025-12-29T11:05:15.594634
84,123,2197.0,2025-12-29T11:05:15.594634
84,701,2180.0,2025-12-29T11:05:15.594634
205,206,1498.0,2025-12-29T11:05:15.594634
205,230,939.0,2025-12-29T11:05:15.594634
205,297,234.0,2025-12-29T11:05:15.594634
205,604,2722.0,2025-12-29T11:05:15.594634
205,922,2508.0,2025-12-29T11:05:15.594634
205,1165,2651.0,2025-12-29T11:05:15.594634
205,209,1166.0,2025-12-29T11:05:15.594634
344,334,1936.0,2025-12-29T11:05:15.594634
344,350,1804.0,2025-12-29T11:05:15.594634
344,876,205.0,2025-12-29T11:05:15.594634
344,1704,1797.0,2025-12-29T11:05:15.594634
389,12,193.0,2025-12-29T11:05:15.594634
1230,878,4173.0,2025-12-29T11:05:15.594634
1430,12,1027.0,2025-12-29T11:05:15.594634
1430,905,4192.0,2025-12-29T11:05:15.594634
1497,87,109.0,2025-12-29T11:05:15.594634
1809,27,3589.0,2025-12-29T11:05:15.594634
128,26,3033.0,2025-12-29T11:05:15.594634
128,346,3486.0,2025-12-29T11:05:15.594634
474,32,3001.0,2025-12-29T11:05:15.594634
474,939,3725.0,2025-12-29T11:05:15.594634
474,1629,2909.0,2025-12-29T11:05:15.594634
474,1803,287.0,2025-12-29T11:05:15.594634
1801,13,476.0,2025-12-29T11:05:15.594634
123,1705,4260.0,2025-12-29T11:05:15.594634
134,1607,4702.0,2025-12-29T11:05:15.594634
134,478,4551.0,2025-12-29T11:05:15.594634
280,25,2714.0,2025-12-29T11:05:15.594634
280,1484,2877.0,2025-12-29T11:05:15.594634
394,14,635.0,2025-12-29T11:05:15.594634
394,183,1643.0,2025-12-29T11:05:15.594634
394,576,3512.0,2025-12-29T11:05:15.594634
394,790,3652.0,2025-12-29T11:05:15.594634
790,14,4852.0,2025-12-29T11:05:15.594634
790,1129,2623.0,2025-12-29T11:05:15.594634
1716,14,4503.0,2025-12-29T11:05:15.594634
1716,844,890.0,2025-12-29T11:05:15.594634
46,15,2268.0,2025-12-29T11:05:15.594634
